year,month,PRODUCT_FAMILY,GMID,LOC,Country
2025,8,3,300004,FR003,FR
2025,8,3,300005,SE001,SE
2025,8,3,300006,US001,US
2025,8,3,300007,GB001,GB
2025,8,3,300008,BE001,BE
2025,8,3,300008,NL001,NL
2025,8,3,300010,CH001,CH
2025,8,3,300011,IT001,IT
2025,8,3,300012,RO001,RO
2025,8,3,300013,IL001,IL
2025,8,3,300015,ES001,ES
2025,8,3,300015,PT001,PT
2025,8,3,300016,GR001,GR
2025,8,3,300018,CO001,CO
2025,8,3,300019,JP001,JP
2025,8,7,700006,KR001,KR
2025,8,7,700008,CO001,CO
2025,8,7,700009,AR001,AR
2025,8,7,700012,IL001,IL
2025,8,7,700023,TW001,TW
2025,8,7,700024,CO001,CO
2025,8,7,700030,US001,US
2025,8,7,700031,AT001,AT
2025,8,7,700031,DE001,DE
2025,8,7,700025,FI001,FI
2025,8,7,700032,FR001,FR
2025,8,7,700033,DE001,DE
2025,8,7,700034,CA001,CA
2025,8,7,700035,GB001,GB
2025,8,7,700036,ES001,ES
2025,8,7,700046,AU001,AU
2025,8,7,700026,GR001,GR
2025,8,7,700038,PT001,PT
2025,8,7,700039,HU001,HU
2025,8,7,700040,RO001,RO
2025,8,7,700041,PL001,PL
2025,8,7,700043,CH001,CH
2025,8,7,700045,BE001,BE
2025,8,7,700047,IT001,IT
2025,8,7,700028,JP001,JP
2025,8,8,800007,ZA001,ZA
2025,8,8,800016,IT001,IT
2025,8,8,800024,CZ001,CZ
2025,8,8,800025,PL001,PL
2025,8,8,800026,HU001,HU
2025,8,8,800027,TR001,TR
2025,8,8,800028,AT001,AT
2025,8,8,800029,CH001,CH
2025,8,8,800030,DK001,DK
2025,8,8,800030,NO001,NO
2025,8,8,800031,FI001,FI
2025,8,8,800031,SE001,SE
2025,8,8,800032,FR001,FR
2025,8,8,800032,FR003,FR
2025,8,8,800033,GR001,GR
2025,8,8,800034,PT001,PT
2025,8,8,800035,ES001,ES
2025,8,8,800036,RO001,RO
2025,8,8,800037,DE001,DE
2025,8,8,800038,DE001,DE
2025,8,8,800039,AT001,AT
2025,8,8,800040,GB001,GB
2025,8,8,800041,SA001,SA
2025,8,8,800042,IL001,IL
2025,8,8,800043,AE002,AE
2025,8,8,800043,IE001,IE
2025,8,8,800045,MA001,MA
2025,8,8,800046,US001,US
2025,8,8,800047,BE001,BE
2025,8,8,800047,NL001,NL
2025,8,8,800063,TW001,TW
2025,8,8,800048,HK001,HK
2025,8,8,800064,AU001,AU
2025,8,8,800064,NZ001,NZ
2025,8,8,800050,CL001,CL
2025,8,8,800051,SG002,SG
2025,8,8,800052,TH001,TH
2025,8,8,800054,IN001,IN
2025,8,8,800055,JP001,JP
2025,8,8,800056,CA001,CA
2025,8,8,800066,KR001,KR
2025,8,8,800057,MX001,MX
2025,8,8,800067,CO001,CO
2025,8,8,800071,AR001,AR
2025,8,8,800072,MA001,MA
2025,8,15,150001,PR001,PR
2025,8,15,150001,US001,US
2025,8,15,150002,AT001,AT
2025,8,15,150002,DE001,DE
2025,8,15,150003,DE001,DE
2025,8,15,150007,CA001,CA
2025,8,15,150008,DK001,DK
2025,8,15,150008,NO001,NO
2025,8,15,150009,FI001,FI
2025,8,15,150009,SE001,SE
2025,8,15,150010,KR001,KR
2025,8,15,150011,GB001,GB
2025,8,15,150012,ES001,ES
2025,8,15,150013,BR001,BR
2025,8,15,150014,AU001,AU
2025,8,15,150014,NZ001,NZ
2025,8,15,150015,BE001,BE
2025,8,15,150016,IL001,IL
2025,8,15,150018,FR001,FR
2025,8,15,150018,FR003,FR
2025,8,15,150019,MX001,MX
2025,8,15,150021,PL001,PL
2025,8,15,150024,CO001,CO
2025,8,15,150025,PR001,PR
2025,8,15,150025,US001,US
2025,8,15,150026,SG002,SG
2025,8,15,150028,TW001,TW
2025,8,15,150029,MY001,MY
2025,8,15,150030,AT001,AT
2025,8,15,150030,DE001,DE
2025,8,15,150031,DE001,DE
2025,8,15,150032,CZ001,CZ
2025,8,15,150033,CA001,CA
2025,8,15,150034,ES001,ES
2025,8,15,150035,PT001,PT
2025,8,15,150036,CO001,CO
2025,8,15,150038,TH001,TH
2025,8,15,150039,GB001,GB
2025,8,15,150041,KR001,KR
2025,8,15,150042,FI001,FI
2025,8,15,150042,SE001,SE
2025,8,15,150043,BR001,BR
2025,8,15,150045,DK001,DK
2025,8,15,150045,NO001,NO
2025,8,15,150047,PR001,PR
2025,8,15,150047,US001,US
2025,8,15,150048,PR001,PR
2025,8,15,150048,US001,US
2025,8,15,150052,IT001,IT
2025,8,15,150054,RO001,RO
2025,8,15,150057,GR001,GR
2025,8,15,150058,FR001,FR
2025,8,15,150058,FR003,FR
2025,8,15,150059,CN001,CN
2025,8,15,150065,BE001,BE
2025,8,15,150182,FR001,FR
2025,8,15,150068,ZA001,ZA
2025,8,15,150069,IL001,IL
2025,8,15,150070,MX001,MX
2025,8,15,150074,FR001,FR
2025,8,15,150074,IT001,IT
2025,8,15,150077,IT001,IT
2025,8,15,150079,CZ001,CZ
2025,8,15,150086,AU001,AU
2025,8,15,150086,NZ001,NZ
2025,8,15,150088,PL001,PL
2025,8,15,150089,SG002,SG
2025,8,15,150090,MY001,MY
2025,8,15,150091,TH001,TH
2025,8,15,150160,IT001,IT
2025,8,15,150093,CN001,CN
2025,8,15,150095,CL001,CL
2025,8,15,150096,CL001,CL
2025,8,15,150100,IL001,IL
2025,8,15,150101,IL001,IL
2025,8,15,150102,KR001,KR
2025,8,15,150105,KR001,KR
2025,8,15,150106,DO001,DO
2025,8,15,150107,GR001,GR
2025,8,15,150108,GR001,GR
2025,8,15,150109,IT001,IT
2025,8,15,150110,EG001,EG
2025,8,15,150110,SA001,SA
2025,8,15,150111,EG001,EG
2025,8,15,150112,BE001,BE
2025,8,15,150112,NL001,NL
2025,8,15,150113,BE001,BE
2025,8,15,150113,NL001,NL
2025,8,15,150114,FR001,FR
2025,8,15,150115,AR001,AR
2025,8,15,150117,AR001,AR
2025,8,15,150161,TR001,TR
2025,8,15,150118,IE001,IE
2025,8,15,150119,GB001,GB
2025,8,15,150119,IE001,IE
2025,8,15,150120,GB001,GB
2025,8,15,150120,IE001,IE
2025,8,15,150120,NL001,NL
2025,8,15,150121,GB001,GB
2025,8,15,150121,IE001,IE
2025,8,15,150121,NL001,NL
2025,8,15,150122,ES001,ES
2025,8,15,150123,ES001,ES
2025,8,15,150124,AT001,AT
2025,8,15,150124,DE001,DE
2025,8,15,150125,AT001,AT
2025,8,15,150125,DE001,DE
2025,8,15,150126,DE001,DE
2025,8,15,150127,DE001,DE
2025,8,15,150128,HK001,HK
2025,8,15,150129,HK001,HK
2025,8,15,150135,TW001,TW
2025,8,15,150162,CA001,CA
2025,8,15,150163,CA001,CA
2025,8,15,150136,GB001,GB
2025,8,15,150164,GB001,GB
2025,8,15,150137,DK001,DK
2025,8,15,150137,IS001,IS
2025,8,15,150137,NO001,NO
2025,8,15,150138,DK001,DK
2025,8,15,150138,IS001,IS
2025,8,15,150138,NO001,NO
2025,8,15,150139,FR001,FR
2025,8,15,150139,FR003,FR
2025,8,15,150140,FR001,FR
2025,8,15,150140,FR003,FR
2025,8,15,150141,PT001,PT
2025,8,15,150142,PT001,PT
2025,8,15,150143,CZ001,CZ
2025,8,15,150143,PL001,PL
2025,8,15,150144,CZ001,CZ
2025,8,15,150144,PL001,PL
2025,8,15,150165,CH001,CH
2025,8,15,150166,CH001,CH
2025,8,15,150145,BE001,BE
2025,8,15,150146,BE001,BE
2025,8,15,150147,BE001,BE
2025,8,15,150148,BE001,BE
2025,8,15,150167,RO001,RO
2025,8,15,150184,AE002,AE
2025,8,15,150184,QA001,QA
2025,8,15,150168,CY001,CY
2025,8,15,150168,GR001,GR
2025,8,15,150168,RO001,RO
2025,8,15,150185,IT001,IT
2025,8,15,150169,FI001,FI
2025,8,15,150169,SE001,SE
2025,8,15,150170,FI001,FI
2025,8,15,150170,SE001,SE
2025,8,15,150171,HU001,HU
2025,8,15,150172,IT001,IT
2025,8,15,150173,IT001,IT
2025,8,15,150174,SA001,SA
2025,8,15,150175,SA001,SA
2025,8,15,150150,JP001,JP
2025,8,15,150151,FR001,FR
2025,8,15,150152,JP001,JP
2025,8,15,150186,RU001,RU
2025,8,15,150187,RU001,RU
2025,8,15,150177,JP001,JP
2025,8,15,150178,ZA001,ZA
2025,8,15,150181,HU001,HU
2025,8,9,900001,TW001,TW
2025,8,9,900002,AU001,AU
2025,8,9,900002,NZ001,NZ
2025,8,9,900003,KR001,KR
2025,8,9,900004,HK001,HK
2025,8,9,900007,ZA001,ZA
2025,8,9,900009,JP001,JP
2025,8,4,400001,AU001,AU
2025,8,4,400003,AU001,AU
2025,8,4,400005,AU001,AU
2025,8,4,400006,US001,US
2025,8,4,400009,US001,US
2025,8,4,400010,US001,US
2025,8,4,400011,US001,US
2025,8,4,400012,US001,US
2025,8,4,400013,US001,US
2025,8,4,400014,US001,US
2025,8,4,400015,US001,US
2025,8,4,400016,US001,US
2025,8,4,400017,US001,US
2025,8,4,400024,KR001,KR
2025,8,4,400027,KR001,KR
2025,8,4,400042,TW001,TW
2025,8,4,400043,TW001,TW
2025,8,4,400028,JP001,JP
2025,8,4,400029,JP001,JP
2025,8,4,400030,JP001,JP
2025,8,4,400031,JP001,JP
2025,8,4,400032,JP001,JP
2025,8,4,400033,JP001,JP
2025,8,4,400034,JP001,JP
2025,8,4,400035,JP001,JP
2025,8,4,400038,CA001,CA
2025,8,4,400039,CA001,CA
2025,8,4,400040,CA001,CA
2025,8,4,400045,AU001,AU
2025,8,4,400049,AU001,AU
2025,8,4,400050,HK001,HK
2025,8,4,400051,HK001,HK
2025,8,17,170079,BR001,BR
2025,8,17,170006,IT001,IT
2025,8,17,170008,AT001,AT
2025,8,17,170009,FR001,FR
2025,8,17,170010,DE001,DE
2025,8,17,170011,PT001,PT
2025,8,17,170012,ES001,ES
2025,8,17,170013,CH001,CH
2025,8,17,170014,HU001,HU
2025,8,17,170015,TR001,TR
2025,8,17,170016,DE001,DE
2025,8,17,170017,FI001,FI
2025,8,17,170017,SE001,SE
2025,8,17,170018,GR001,GR
2025,8,17,170019,GB001,GB
2025,8,17,170021,RO001,RO
2025,8,17,170022,DE001,DE
2025,8,17,170023,PL001,PL
2025,8,17,170024,DK001,DK
2025,8,17,170024,IS001,IS
2025,8,17,170024,NO001,NO
2025,8,17,170026,AT001,AT
2025,8,17,170027,PT001,PT
2025,8,17,170028,ES001,ES
2025,8,17,170029,FI001,FI
2025,8,17,170029,SE001,SE
2025,8,17,170030,DE001,DE
2025,8,17,170031,HU001,HU
2025,8,17,170032,DK001,DK
2025,8,17,170032,IS001,IS
2025,8,17,170032,NO001,NO
2025,8,17,170033,GR001,GR
2025,8,17,170034,DE001,DE
2025,8,17,170035,GB001,GB
2025,8,17,170036,ZA001,ZA
2025,8,17,170037,ZA001,ZA
2025,8,17,170038,IL001,IL
2025,8,17,170039,AE002,AE
2025,8,17,170039,EG001,EG
2025,8,17,170039,IE001,IE
2025,8,17,170039,OM001,OM
2025,8,17,170040,IE001,IE
2025,8,17,170042,SA001,SA
2025,8,17,170044,PL001,PL
2025,8,17,170046,CH001,CH
2025,8,17,170047,US001,US
2025,8,17,170048,US001,US
2025,8,17,170050,BE001,BE
2025,8,17,170050,NL001,NL
2025,8,17,170051,BE001,BE
2025,8,17,170051,NL001,NL
2025,8,17,170082,TH001,TH
2025,8,17,170053,SG002,SG
2025,8,17,170054,SG002,SG
2025,8,17,170055,TW001,TW
2025,8,17,170056,HK001,HK
2025,8,17,170057,HK001,HK
2025,8,17,170058,CA001,CA
2025,8,17,170059,CA001,CA
2025,8,17,170060,CO001,CO
2025,8,17,170061,CO001,CO
2025,8,17,170062,PE001,PE
2025,8,17,170064,MX001,MX
2025,8,17,170066,CL001,CL
2025,8,17,170067,AR001,AR
2025,8,17,170068,AR001,AR
2025,8,17,170068,PY001,PY
2025,8,17,170069,KR001,KR
2025,8,17,170071,BR001,BR
2025,8,17,170072,SV001,SV
2025,8,17,170074,AU001,AU
2025,8,17,170075,AU001,AU
2025,8,17,170076,JP001,JP
2025,8,17,170077,JP001,JP
2025,8,5,500001,US001,US
2025,8,5,500002,US001,US
2025,8,14,140001,CA001,CA
2025,8,14,140002,US001,US
2025,8,14,140003,PR001,PR
2025,8,14,140003,US001,US
2025,8,14,140004,AT001,AT
2025,8,14,140004,DE001,DE
2025,8,14,140005,DE001,DE
2025,8,14,140006,AT001,AT
2025,8,14,140006,DE001,DE
2025,8,14,140006,FI001,FI
2025,8,14,140007,DE001,DE
2025,8,14,140008,DE001,DE
2025,8,14,140009,DE001,DE
2025,8,14,140011,BE001,BE
2025,8,14,140012,BE001,BE
2025,8,14,140013,GB001,GB
2025,8,14,140014,GB001,GB
2025,8,14,140015,GB001,GB
2025,8,14,140016,ES001,ES
2025,8,14,140017,DK001,DK
2025,8,14,140017,FI001,FI
2025,8,14,140017,SE001,SE
2025,8,14,140018,FI001,FI
2025,8,14,140018,SE001,SE
2025,8,14,140019,CH001,CH
2025,8,14,140020,CH001,CH
2025,8,14,140021,ES001,ES
2025,8,14,140022,ES001,ES
2025,8,14,140023,CH001,CH
2025,8,14,140024,CH001,CH
2025,8,14,140028,CA001,CA
2025,8,14,140029,CA001,CA
2025,8,14,140031,IL001,IL
2025,8,14,140032,FR001,FR
2025,8,14,140033,FR001,FR
2025,8,14,140033,FR003,FR
2025,8,14,140034,FR001,FR
2025,8,14,140034,FR003,FR
2025,8,14,140035,FR001,FR
2025,8,14,140036,DK001,DK
2025,8,14,140038,HK001,HK
2025,8,14,140039,PR001,PR
2025,8,14,140039,US001,US
2025,8,14,140040,PR001,PR
2025,8,14,140040,US001,US
2025,8,14,140041,IT001,IT
2025,8,14,140042,IT001,IT
2025,8,14,140044,CZ001,CZ
2025,8,14,140045,CZ001,CZ
2025,8,14,140046,IT001,IT
2025,8,14,140047,IT001,IT
2025,8,14,140049,AT001,AT
2025,8,14,140049,DE001,DE
2025,8,14,140050,AT001,AT
2025,8,14,140050,DE001,DE
2025,8,14,140051,BE001,BE
2025,8,14,140051,NL001,NL
2025,8,14,140052,AR001,AR
2025,8,14,140054,BE001,BE
2025,8,14,140054,NL001,NL
2025,8,14,140056,BE001,BE
2025,8,14,140056,NL001,NL
2025,8,14,140057,BE001,BE
2025,8,14,140057,NL001,NL
2025,8,11,110001,IT001,IT
2025,8,11,110003,US001,US
2025,8,11,110004,DE001,DE
2025,8,11,110006,CA001,CA
2025,8,11,110054,BR001,BR
2025,8,11,110009,AT001,AT
2025,8,11,110011,PT001,PT
2025,8,11,110012,ES001,ES
2025,8,11,110016,EG001,EG
2025,8,11,110016,GB001,GB
2025,8,11,110018,CO001,CO
2025,8,11,110019,BR001,BR
2025,8,11,110021,HK001,HK
2025,8,11,110023,TW001,TW
2025,8,11,110024,AU001,AU
2025,8,11,110025,SE001,SE
2025,8,11,110026,CL001,CL
2025,8,11,110027,DK001,DK
2025,8,11,110027,NO001,NO
2025,8,11,110028,GR001,GR
2025,8,11,110029,RO001,RO
2025,8,11,110030,IQ001,IQ
2025,8,11,110031,ZA001,ZA
2025,8,11,110034,TH001,TH
2025,8,11,110035,IN001,IN
2025,8,11,110037,AR001,AR
2025,8,11,110039,VN001,VN
2025,8,11,110040,EG001,EG
2025,8,11,110040,IE001,IE
2025,8,11,110040,MX001,MX
2025,8,11,110046,BE001,BE
2025,8,11,110046,NL001,NL
2025,8,11,110047,FR001,FR
2025,8,11,110048,FR001,FR
2025,8,12,120002,US001,US
2025,8,12,120003,FI001,FI
2025,8,12,120003,SE001,SE
2025,8,12,120004,CA001,CA
2025,8,12,120005,DK001,DK
2025,8,12,120008,DE001,DE
2025,8,12,120010,AT001,AT
2025,8,12,120013,CH001,CH
2025,8,12,120014,TW001,TW
2025,8,12,120028,RU001,RU
2025,8,12,120015,BR001,BR
2025,8,12,120016,BE001,BE
2025,8,12,120017,FR001,FR
2025,8,12,120017,FR003,FR
2025,8,12,120018,AU001,AU
2025,8,12,120019,HU001,HU
2025,8,12,120029,CZ001,CZ
2025,8,12,120029,PL001,PL
2025,8,12,120030,IL001,IL
2025,8,12,120022,AR001,AR
2025,8,12,120023,GB001,GB
2025,8,12,120024,ES001,ES
2025,8,12,120024,PT001,PT
2025,8,12,120031,HK001,HK
2025,8,12,120025,JP001,JP
2025,8,12,120032,KR001,KR
2025,8,12,120033,IT001,IT
2025,8,12,120034,SG002,SG
2025,8,12,120038,GR001,GR
2025,8,12,120039,EG001,EG
2025,8,13,130004,BE001,BE
2025,8,13,130004,NL001,NL
2025,8,13,130026,BE001,BE
2025,8,13,130026,NL001,NL
2025,8,13,130005,DE001,DE
2025,8,13,130006,AT001,AT
2025,8,13,130006,CN001,CN
2025,8,13,130006,DE001,DE
2025,8,13,130007,CAR01,CA
2025,8,13,130007,US001,US
2025,8,13,130009,HU001,HU
2025,8,13,130009,RO001,RO
2025,8,13,130010,HU001,HU
2025,8,13,130028,CH001,CH
2025,8,13,130011,BR001,BR
2025,8,13,130012,FR001,FR
2025,8,13,130012,PT001,PT
2025,8,13,130013,EG001,EG
2025,8,13,130013,TR001,TR
2025,8,13,130015,ES001,ES
2025,8,13,130016,ES001,ES
2025,8,13,130017,AT001,AT
2025,8,13,130017,DE001,DE
2025,8,13,130018,IT001,IT
2025,8,13,130021,JP001,JP
2025,8,13,130032,US001,US
2025,8,13,130023,PL001,PL
2025,8,13,130034,IT001,IT
2025,8,13,130035,CH001,CH
2025,8,16,160001,GB001,GB
2025,8,16,160002,GB001,GB
2025,8,16,160002,IL001,IL
2025,8,16,160003,PR001,PR
2025,8,16,160003,US001,US
2025,8,16,160004,IL001,IL
2025,8,16,160004,PR001,PR
2025,8,16,160004,US001,US
2025,8,16,160005,NO001,NO
2025,8,16,160006,NO001,NO
2025,8,16,160007,FI001,FI
2025,8,16,160007,GB001,GB
2025,8,16,160008,FI001,FI
2025,8,16,160008,GB001,GB
2025,8,16,160009,CA001,CA
2025,8,16,160010,CA001,CA
2025,8,16,160013,AT001,AT
2025,8,16,160014,AT001,AT
2025,8,16,160015,DE001,DE
2025,8,16,160016,DE001,DE
2025,8,16,160017,CH001,CH
2025,8,16,160018,CH001,CH
2025,8,16,160019,FR001,FR
2025,8,16,160019,FR003,FR
2025,8,16,160020,FR001,FR
2025,8,16,160020,FR003,FR
2025,8,16,160021,BE001,BE
2025,8,16,160021,NL001,NL
2025,8,16,160022,BE001,BE
2025,8,16,160022,NL001,NL
2025,8,16,160023,CZ001,CZ
2025,8,16,160023,PL001,PL
2025,8,16,160024,CZ001,CZ
2025,8,16,160024,PL001,PL
2025,8,16,160025,IT001,IT
2025,8,16,160026,IT001,IT
2025,8,16,160029,BR001,BR
2025,8,16,160030,TW001,TW
2025,8,16,160031,CY001,CY
2025,8,16,160031,GR001,GR
2025,8,16,160032,CY001,CY
2025,8,16,160033,ES001,ES
2025,8,16,160034,ES001,ES
2025,8,16,160035,PT001,PT
2025,8,16,160036,PT001,PT
2025,8,16,160037,MX001,MX
2025,8,16,160038,MX001,MX
2025,8,16,160039,AE002,AE
2025,8,16,160040,SA001,SA
2025,8,16,160041,AR001,AR
2025,8,16,160042,AR001,AR
2025,8,16,160047,HK001,HK
2025,8,16,160048,HK001,HK
2025,8,16,160050,SG002,SG
2025,8,16,160051,SG002,SG
2025,8,16,160053,TR001,TR
2025,8,16,160054,JP001,JP
2025,8,16,160055,JP001,JP
2025,8,16,160059,RU001,RU
2025,8,16,160060,RU001,RU
2025,8,16,160061,CN001,CN
2025,8,6,600014,PY001,PY
2025,8,6,600039,AE002,AE
2025,8,6,600039,BH001,BH
2025,8,1,100001,AU001,AU
2025,8,1,100004,NZ001,NZ
2025,8,1,100005,NZ001,NZ
2025,8,1,100017,TW001,TW
2025,8,1,100019,HK001,HK
2025,8,2,200013,US001,US
2025,8,3,300002,DE001,DE
2025,8,7,700013,AU001,AU
2025,8,8,800022,IQ001,IQ
2025,8,8,800049,PY001,PY
2025,8,8,800065,AR001,AR
2025,8,15,150022,CH001,CH
2025,8,15,150023,SG002,SG
2025,8,15,150046,CH001,CH
2025,8,15,150083,RU001,RU
2025,8,4,400019,TW001,TW
2025,8,4,400022,HK001,HK
2025,8,4,400044,TW001,TW
2025,8,17,170007,RU001,RU
2025,8,17,170043,SA001,SA
2025,8,17,170045,DZ001,DZ
2025,8,17,170052,MY001,MY
2025,8,14,140055,AR001,AR
2025,8,11,110017,CH001,CH
2025,8,11,110040,JO001,JO
2025,8,13,130013,KW001,KW
2025,8,13,130013,RU001,RU
2025,8,13,130017,CN001,CN
2025,8,16,160032,GR001,GR
2025,8,16,160058,RU001,RU
2025,8,6,600032,BR001,BR
2025,8,6,600039,SA001,SA
2025,8,1,100006,NZ001,NZ
2025,8,1,100018,HK001,HK
2025,8,3,300007,TW001,TW
2025,8,7,700019,IT001,IT
2025,8,8,800043,TN001,TN
2025,8,15,150067,CA001,CA
2025,8,15,150110,OM001,OM
2025,8,15,150183,QA001,QA
2025,8,15,150184,KW001,KW
2025,8,4,400002,AU001,AU
2025,8,17,170021,UA001,UA
2025,8,17,170028,UA001,UA
2025,8,17,170039,GB001,GB
2025,8,17,170040,GB001,GB
2025,8,17,170063,MX001,MX
2025,8,11,110015,CZ001,CZ
2025,8,11,110031,TN001,TN
2025,8,11,110053,PE001,PE
2025,8,12,120021,NL001,NL
2025,8,13,130019,PT001,PT
2025,8,13,130020,PT001,PT
2025,8,6,600004,MY001,MY
2025,8,2,200002,IE001,IE
2025,8,2,200004,IE001,IE
2025,8,2,200005,IE001,IE
2025,8,8,800043,KW001,KW
2025,8,15,150040,BE001,BE
2025,8,15,150082,RU001,RU
2025,8,17,170072,GT001,GT
2025,8,11,110028,CY001,CY
2025,8,16,160033,DE001,DE
2025,8,16,160034,DE001,DE
2025,8,16,160064,CN001,CN
2025,8,15,150110,AE002,AE
2025,8,11,110005,DE001,DE
2025,9,6,600001,KR001,KR
2025,9,6,600002,HK001,HK
2025,9,6,600003,CA001,CA
2025,9,6,600005,AU001,AU
2025,9,6,600006,MX001,MX
2025,9,6,600007,AR001,AR
2025,9,6,600008,CO001,CO
2025,9,6,600010,CL001,CL
2025,9,6,600011,US001,US
2025,9,6,600012,IT001,IT
2025,9,6,600015,TW001,TW
2025,9,6,600016,IN001,IN
2025,9,6,600018,AT001,AT
2025,9,6,600019,NO001,NO
2025,9,6,600021,DE001,DE
2025,9,6,600022,PT001,PT
2025,9,6,600023,ES001,ES
2025,9,6,600024,PL001,PL
2025,9,6,600025,HU001,HU
2025,9,6,600026,DK001,DK
2025,9,6,600026,FI001,FI
2025,9,6,600026,SE001,SE
2025,9,6,600028,CZ001,CZ
2025,9,6,600030,AT001,AT
2025,9,6,600030,DE001,DE
2025,9,6,600031,IE001,IE
2025,9,6,600035,TR001,TR
2025,9,6,600036,ZA001,ZA
2025,9,6,600038,IQ001,IQ
2025,9,6,600039,GB001,GB
2025,9,6,600040,SA001,SA
2025,9,6,600041,BE001,BE
2025,9,6,600041,NL001,NL
2025,9,6,600048,FR001,FR
2025,9,6,600048,MA001,MA
2025,9,6,600043,JP001,JP
2025,9,1,100008,US001,US
2025,9,1,100009,US001,US
2025,9,1,100010,US001,US
2025,9,1,100011,US001,US
2025,9,1,100012,US001,US
2025,9,1,100013,US001,US
2025,9,1,100020,KR001,KR
2025,9,1,100021,KR001,KR
2025,9,1,100022,KR001,KR
2025,9,1,100024,KR001,KR
2025,9,1,100035,TW001,TW
2025,9,1,100036,TW001,TW
2025,9,1,100041,TW001,TW
2025,9,1,100025,JP001,JP
2025,9,1,100026,JP001,JP
2025,9,1,100027,JP001,JP
2025,9,1,100028,JP001,JP
2025,9,1,100029,JP001,JP
2025,9,1,100030,JP001,JP
2025,9,1,100032,CA001,CA
2025,9,1,100033,CA001,CA
2025,9,1,100034,CA001,CA
2025,9,1,100042,HK001,HK
2025,9,1,100037,AU001,AU
2025,9,1,100043,AU001,AU
2025,9,1,100038,AU001,AU
2025,9,1,100038,NZ001,NZ
2025,9,1,100044,AU001,AU
2025,9,1,100044,NZ001,NZ
2025,9,1,100039,AU001,AU
2025,9,1,100039,NZ001,NZ
2025,9,1,100040,AU001,AU
2025,9,1,100040,NZ001,NZ
2025,9,1,100045,HK001,HK
2025,9,2,200001,US001,US
2025,9,2,200002,US001,US
2025,9,2,200003,US001,US
2025,9,2,200004,US001,US
2025,9,2,200005,US001,US
2025,9,2,200006,US001,US
2025,9,2,200007,JP001,JP
2025,9,2,200008,JP001,JP
2025,9,2,200009,JP001,JP
2025,9,2,200010,JP001,JP
2025,9,2,200011,JP001,JP
2025,9,2,200012,JP001,JP
2025,9,3,300001,DE001,DE
2025,9,3,300004,FR001,FR
2025,9,3,300004,FR003,FR
2025,9,3,300005,SE001,SE
2025,9,3,300006,US001,US
2025,9,3,300007,GB001,GB
2025,9,3,300008,BE001,BE
2025,9,3,300008,NL001,NL
2025,9,3,300010,CH001,CH
2025,9,3,300011,IT001,IT
2025,9,3,300012,RO001,RO
2025,9,3,300013,IL001,IL
2025,9,3,300015,ES001,ES
2025,9,3,300015,PT001,PT
2025,9,3,300016,GR001,GR
2025,9,3,300018,CO001,CO
2025,9,3,300019,JP001,JP
2025,9,7,700006,KR001,KR
2025,9,7,700008,CO001,CO
2025,9,7,700009,AR001,AR
2025,9,7,700012,IL001,IL
2025,9,7,700023,TW001,TW
2025,9,7,700024,CO001,CO
2025,9,7,700030,US001,US
2025,9,7,700031,AT001,AT
2025,9,7,700031,DE001,DE
2025,9,7,700025,FI001,FI
2025,9,7,700032,FR001,FR
2025,9,7,700033,DE001,DE
2025,9,7,700034,CA001,CA
2025,9,7,700035,GB001,GB
2025,9,7,700036,ES001,ES
2025,9,7,700046,AU001,AU
2025,9,7,700026,GR001,GR
2025,9,7,700038,PT001,PT
2025,9,7,700039,HU001,HU
2025,9,7,700040,RO001,RO
2025,9,7,700041,PL001,PL
2025,9,7,700043,CH001,CH
2025,9,7,700045,BE001,BE
2025,9,7,700047,IT001,IT
2025,9,7,700028,JP001,JP
2025,9,8,800007,ZA001,ZA
2025,9,8,800016,IT001,IT
2025,9,8,800024,CZ001,CZ
2025,9,8,800025,PL001,PL
2025,9,8,800026,HU001,HU
2025,9,8,800027,TR001,TR
2025,9,8,800028,AT001,AT
2025,9,8,800029,CH001,CH
2025,9,8,800030,DK001,DK
2025,9,8,800030,NO001,NO
2025,9,8,800031,FI001,FI
2025,9,8,800031,SE001,SE
2025,9,8,800032,FR001,FR
2025,9,8,800032,FR003,FR
2025,9,8,800033,GR001,GR
2025,9,8,800034,PT001,PT
2025,9,8,800035,ES001,ES
2025,9,8,800036,RO001,RO
2025,9,8,800037,DE001,DE
2025,9,8,800038,DE001,DE
2025,9,8,800039,AT001,AT
2025,9,8,800040,GB001,GB
2025,9,8,800041,SA001,SA
2025,9,8,800042,IL001,IL
2025,9,8,800043,AE002,AE
2025,9,8,800043,IE001,IE
2025,9,8,800045,MA001,MA
2025,9,8,800046,US001,US
2025,9,8,800047,BE001,BE
2025,9,8,800047,NL001,NL
2025,9,8,800063,TW001,TW
2025,9,8,800048,HK001,HK
2025,9,8,800064,AU001,AU
2025,9,8,800064,NZ001,NZ
2025,9,8,800050,CL001,CL
2025,9,8,800051,SG002,SG
2025,9,8,800052,TH001,TH
2025,9,8,800054,IN001,IN
2025,9,8,800055,JP001,JP
2025,9,8,800056,CA001,CA
2025,9,8,800066,KR001,KR
2025,9,8,800057,MX001,MX
2025,9,8,800067,CO001,CO
2025,9,8,800071,AR001,AR
2025,9,8,800072,MA001,MA
2025,9,15,150001,PR001,PR
2025,9,15,150001,US001,US
2025,9,15,150002,AT001,AT
2025,9,15,150002,DE001,DE
